Course Number	Course Name	Students Name	Student ID	Email	Address
CS 4183	Video Game Design	Hawks, Brooklynn	A107126	bhawks@okstate.edu	7220 Lawrence Dr.Oklahoma City, OK 73135
CS 4983	Senior Capstone Project	Salmon, Jelani	A309962	jsalmon@okstate.edu	419 Alton Dr.Oklahoma City, OK 73105
CS 3443	Computer Systems	Adelaide Reinhart, Amaris	A290628	aareinhart@okstate.edu	70 Lilac DriveOklahoma City, OK 73145
CS 4513	Introduction to Numerical Analysis	Strange, Konner	A145397	kstrange@okstate.edu	9756 W. Marsh St.Oklahoma City, OK 73104
CS 4243	Introduction to Computer Security	Ricci, Rey	A474591	rricci@okstate.edu	7121 Pin Oak Dr.Oklahoma City, OK 73111
CS 4570	Special Topics in Computing	China Gamez, Emerald	A808163	ecgamez@okstate.edu	8147 East Dr.Oklahoma City, OK 73134
CS 3513	Numerical Methods for Digital Computers	Leann Snider, Andrea	A280232	alsnider@okstate.edu	934 Williams Dr.Oklahoma City, OK 73122
CS 3570	Special Problems in Computer Science	Brunner, Nehemiah	A587782	nbrunner@okstate.edu	70 Court Ave.Oklahoma City, OK 73141
CS 4273	Software Engineering	Byrne, Jaylon	A916196	jbyrne@okstate.edu	8779 Green RoadOklahoma City, OK 73128
CS 4793	Artificial Intelligence I	Remington Hedges, Jett	A921990	jrhedges@okstate.edu	9670 Helen StreetOklahoma City, OK 73104
CS 4623	Introduction to Cyber Physical Systems	Lynn, Quinn	A769383	qlynn@okstate.edu	993 Ashley Dr.Harrah, OK 73045
MATH 2163	Calculus III	Lance Ledbetter, Jonah	A490864	jlledbetter@okstate.edu	9602 Vine StreetOklahoma City, OK 73119
CS 4183	Video Game Design	Jonathon Trotter, Dillan	A789049	djtrotter@okstate.edu	593 Philmont Ave.Oklahoma City, OK 73173
MATH 2163	Calculus III	Maryam Rader, Cassidy	A357177	cmrader@okstate.edu	9 King RoadOklahoma City, OK 73145
CS 4433	Introduction to Database Systems	Amani Cantrell, Riya	A235180	racantrell@okstate.edu	519 Ann St.Oklahoma City, OK 73102
CS 4153	Mobile Applications Development	Zoe Canfield, Kiersten	A348452	kzcanfield@okstate.edu	24 Mayfair Dr.Oklahoma City, OK 73149
CS 4173	Video Game Development	Cannon, Deondre	A336839	dcannon@okstate.edu	33 Pierce Ave.Oklahoma City, OK 73107
CS 3570	Special Problems in Computer Science	Fiona Dion, Nikole	A296145	nfdion@okstate.edu	257 Magnolia Dr.Oklahoma City, OK 73162
CS 4513	Introduction to Numerical Analysis	Cannon Longo, Steve	A370441	sclongo@okstate.edu	8741 Olive CourtOklahoma City, OK 73135
CS 4243	Introduction to Computer Security	Isaias Crabtree, Benton	A371729	bicrabtree@okstate.edu	336 Glendale St.Edmond, OK 73013
CS 4743	Extended Reality	Aysha Neil, Arlene	A479242	aaneil@okstate.edu	9430 La Sierra DriveOklahoma City, OK 73139
CS 4273	Software Engineering	Brandi Zhou, Yulisa	A129170	ybzhou@okstate.edu	91 Marlborough Ave.Oklahoma City, OK 73117
CS 4243	Introduction to Computer Security	Iyana Moseley, Melissa	A243023	mimoseley@okstate.edu	50 Lower River Ave.Edmond, OK 73025
CS 4883	Social Issues in Computing	Kasey Bourgeois, Pearl	A373205	pkbourgeois@okstate.edu	795 North Overlook St.Oklahoma City, OK 73108
CS 4373	Agile Software Development	Isaiah Benson, Sergio	A486951	sibenson@okstate.edu	84 Newcastle LaneOklahoma City, OK 73109
CS 4983	Senior Capstone Project	Bess, Marcella	A409785	mbess@okstate.edu	28 Halifax DriveChoctaw, OK 73020
CS 4283	Computer Networks	Ogden, Ramon	A399195	rogden@okstate.edu	20 Windfall Dr.Luther, OK 73054
CS 4883	Social Issues in Computing	Lamont Brackett, Tracy	A496270	tlbrackett@okstate.edu	48 Corona St.Oklahoma City, OK 73120
CS 4143	Computer Graphics	Doll, Henry	A466952	hdoll@okstate.edu	9 Sherman LaneOklahoma City, OK 73131
MATH 2163	Calculus III	Hendricks, Kelli	A785381	khendricks@okstate.edu	841 Hawthorne St.Oklahoma City, OK 73112
CS 3513	Numerical Methods for Digital Computers	Souza, Wayne	A437818	wsouza@okstate.edu	833 Glen Creek St.Oklahoma City, OK 73150
CS 4243	Introduction to Computer Security	Wimberly, Keara	A395507	kwimberly@okstate.edu	7087 Chapel Dr.Arcadia, OK 73007
CS 4513	Introduction to Numerical Analysis	Jaiden Kuntz, Mattie	A695330	mjkuntz@okstate.edu	46 Oklahoma Rd.Oklahoma City, OK 73132
CS 4283	Computer Networks	Abner Armenta, Kristian	A470004	kaarmenta@okstate.edu	324 High Ridge LaneOklahoma City, OK 73114
CS 3570	Special Problems in Computer Science	Kohler, Katlyn	A585343	kkohler@okstate.edu	7143 Kent Ave.Oklahoma City, OK 73103
CS 3653	Discrete Mathematics for Computer Science	Finnegan, Aden	A489616	afinnegan@okstate.edu	7761 SE. Ridge StreetOklahoma City, OK 73118
CS 4273	Software Engineering	Girard, Morgan	A823372	mgirard@okstate.edu	887 Glenlake LaneEdmond, OK 73003
MATH 3013	Linear Algebra (A)	Aisha Vinson, Kaleigh	A569349	kavinson@okstate.edu	97 West Third DriveOklahoma City, OK 73110
CS 4283	Computer Networks	Priscila Parrott, Ayesha	A846393	apparrott@okstate.edu	46 West Marconi St.Edmond, OK 73034
MATH 2163	Calculus III	Maciel, Brady	A130402	bmaciel@okstate.edu	90 N. Princess CourtEdmond, OK 73012
MATH 2163	Calculus III	Sherwood, Jayden	A685653	jsherwood@okstate.edu	250 High Point St.Spencer, OK 73084
CS 4983	Senior Capstone Project	Barajas, Jaylen	A110309	jbarajas@okstate.edu	9439 North Coffee St.Oklahoma City, OK 73111
CS 4793	Artificial Intelligence I	Carrie Guest, Annabella	A694926	acguest@okstate.edu	8549 Military Dr.Oklahoma City, OK 73142
MATH 2163	Calculus III	Kirk Alarcon, Reed	A600818	rkalarcon@okstate.edu	732 N. Rockland StreetOklahoma City, OK 73159
MATH 3013	Linear Algebra (A)	Nikolas Henry, Willie	A719368	wnhenry@okstate.edu	8803 Dunbar StreetJones, OK 73049
CS 4183	Video Game Design	Diamond, Katlin	A610202	kdiamond@okstate.edu	7525 S. Kent StreetOklahoma City, OK 73179
CS 4283	Computer Networks	Keefe, Wade	A588108	wkeefe@okstate.edu	410 Brook St.Oklahoma City, OK 73106
CS 4323	Design and Implementation of Operating Systems I	Robins, Lianna	A631805	lrobins@okstate.edu	9528 Mechanic St.Oklahoma City, OK 73105
CS 4143	Computer Graphics	Hiller, Ira	A458296	ihiller@okstate.edu	281 Magnolia LaneOklahoma City, OK 73121
CS 4373	Agile Software Development	Lucille Burt, Lisette	A871920	llburt@okstate.edu	4 East Canal DriveOklahoma City, OK 73151
CS 4513	Introduction to Numerical Analysis	Terence Mcmillen, Trever	A311889	ttmcmillen@okstate.edu	7342 Corona St.Oklahoma City, OK 73130
CS 4623	Introduction to Cyber Physical Systems	Ledford, Desean	A922596	dledford@okstate.edu	95 Brookside St.Oklahoma City, OK 73129
CS 3030	Industrial Practice in Computer Science	Jolene Knutson, Meghan	A550839	mjknutson@okstate.edu	9635 Sleepy Hollow Ave.Oklahoma City, OK 73115
CS 4373	Agile Software Development	Fierro, Desmond	A446156	dfierro@okstate.edu	422 North Del Monte St.Bethany, OK 73008
CS 3030	Industrial Practice in Computer Science	Arnett, Kolton	A684265	karnett@okstate.edu	781 Tarkiln Hill Ave.Oklahoma City, OK 73169
CS 4173	Video Game Development	Shockley, Tea	A370594	tshockley@okstate.edu	9102 N. Kingston St.Oklahoma City, OK 73116
CS 4513	Introduction to Numerical Analysis	Fair, Everardo	A273302	efair@okstate.edu	8767 Bradford Ave.Oklahoma City, OK 73127
CS 3353	Data Structures and Algorithm Analysis I	Girard, Guadalupe	A141556	ggirard@okstate.edu	7 Arch St.Oklahoma City, OK 73110
CS 4143	Computer Graphics	Stephany Lin, Karime	A654764	kslin@okstate.edu	319 West Lancaster StreetOklahoma City, OK 73116
CS 4983	Senior Capstone Project	Marguerite Lo, Chloe	A115519	cmlo@okstate.edu	8402 Augusta St.Oklahoma City, OK 73111
CS 3363	Organization of Programming Languages	Brien, Ivan	A577272	ibrien@okstate.edu	632 Wellington CourtOklahoma City, OK 73141
CS 3513	Numerical Methods for Digital Computers	Maddison Greenfield, Jaela	A190917	jmgreenfield@okstate.edu	7443 S. Marconi LaneEdmond, OK 73003
CS 4273	Software Engineering	Moya, Kallie	A263911	kmoya@okstate.edu	7 Westport StreetOklahoma City, OK 73112
CS 4793	Artificial Intelligence I	Lauer, Nevin	A865461	nlauer@okstate.edu	8713 Garfield DriveOklahoma City, OK 73120
CS 3353	Data Structures and Algorithm Analysis I	Fonseca, Deshaun	A965619	dfonseca@okstate.edu	9098 Poor House Dr.Oklahoma City, OK 73149
CS 3653	Discrete Mathematics for Computer Science	Hunter Horne, Lillie	A348372	lhhorne@okstate.edu	63 Saxton CourtSpencer, OK 73084
CS 4523	Cloud Computing and Distributed Systems	Aragon, Lela	A965617	laragon@okstate.edu	28 E. Greenrose St.Harrah, OK 73045
CS 4623	Introduction to Cyber Physical Systems	Goddard, Elyssa	A235825	egoddard@okstate.edu	428 Wagon RoadOklahoma City, OK 73150
CS 4570	Special Topics in Computing	Trimble, Tyreek	A560771	ttrimble@okstate.edu	9 East Delaware St.Oklahoma City, OK 73104
CS 4570	Special Topics in Computing	Hightower, Zackary	A871521	zhightower@okstate.edu	984 West West StreetOklahoma City, OK 73130
CS 4373	Agile Software Development	Tania Fonseca, Shira	A845241	stfonseca@okstate.edu	6 Gonzales Ave.Edmond, OK 73012
CS 4623	Introduction to Cyber Physical Systems	Tanner Findley, Mahogany	A997895	mtfindley@okstate.edu	30 Roberts St.Oklahoma City, OK 73131
CS 3613	Theoretical Foundations of Computing	Riggins, Quentin	A620364	qriggins@okstate.edu	868 Holly StreetBethany, OK 73008
CS 4783	Machine Learning	Gorman, Brianna	A330203	bgorman@okstate.edu	744 Fairway Ave.Oklahoma City, OK 73132
CS 3570	Special Problems in Computer Science	Carlos Jaeger, Dexter	A642755	dcjaeger@okstate.edu	7780 Lake View Ave.Oklahoma City, OK 73109
CS 4373	Agile Software Development	Willow Barnhart, Emerson	A962831	ewbarnhart@okstate.edu	24 Old York St.Oklahoma City, OK 73114
CS 4513	Introduction to Numerical Analysis	Gough, Tionne	A448017	tgough@okstate.edu	301 Spruce LaneOklahoma City, OK 73103
CS 4983	Senior Capstone Project	Hutson, Amari	A384318	ahutson@okstate.edu	375 E. Water St.Oklahoma City, OK 73162
CS 4513	Introduction to Numerical Analysis	Sawyer Eggleston, Osvaldo	A512314	oseggleston@okstate.edu	224 Green Lake Dr.Choctaw, OK 73020
CS 4783	Machine Learning	Strand, Denise	A118464	dstrand@okstate.edu	25 Hill StreetOklahoma City, OK 73105
CS 4273	Software Engineering	Haase, Amberly	A941842	ahaase@okstate.edu	7950 Lake View St.Oklahoma City, OK 73135
CS 4143	Computer Graphics	Bales, Morgan	A743777	mbales@okstate.edu	785 West Lafayette Ave.Oklahoma City, OK 73159
CS 3613	Theoretical Foundations of Computing	Livingston, Katie	A547381	klivingston@okstate.edu	95 Catherine Ave.Edmond, OK 73013
CS 3570	Special Problems in Computer Science	Giles, Mireya	A328666	mgiles@okstate.edu	56 Philmont StreetOklahoma City, OK 73151
CS 3363	Organization of Programming Languages	Alicia Roach, Yareli	A842905	yaroach@okstate.edu	9173 Edgemont St.Oklahoma City, OK 73107
CS 3513	Numerical Methods for Digital Computers	Priya Toney, Kathryn	A712679	kptoney@okstate.edu	20 N. Brown Dr.Oklahoma City, OK 73128
CS 3443	Computer Systems	Troutman, Camryn	A808862	ctroutman@okstate.edu	532 Crescent Ave.Oklahoma City, OK 73115
CS 4623	Introduction to Cyber Physical Systems	Zack Gallo, Barry	A206536	bzgallo@okstate.edu	8190 Ramblewood Ave.Edmond, OK 73034
CS 4623	Introduction to Cyber Physical Systems	Stock, Justina	A409482	jstock@okstate.edu	946 Wayne St.Oklahoma City, OK 73145
CS 4283	Computer Networks	Jesenia Earle, Meagan	A158355	mjearle@okstate.edu	230 Riverview Rd.Oklahoma City, OK 73122
CS 4173	Video Game Development	Arsenault, Karah	A632269	karsenault@okstate.edu	18 Fairway StreetArcadia, OK 73007
CS 4243	Introduction to Computer Security	Diamond, Melody	A618216	mdiamond@okstate.edu	7876 Cleveland AvenueOklahoma City, OK 73117
CS 3443	Computer Systems	Naranjo, Reilly	A572776	rnaranjo@okstate.edu	7142 Lakewood Ave.Oklahoma City, OK 73179
CS 3030	Industrial Practice in Computer Science	Wong, Rowan	A421317	rwong@okstate.edu	448 Elmwood LaneOklahoma City, OK 73129
CS 4993	Senior Honors Project	Pate, Dustyn	A545924	dpate@okstate.edu	8615 East State Rd.Oklahoma City, OK 73108
MATH 2163	Calculus III	Savana Gannon, Nichole	A447863	nsgannon@okstate.edu	300 Tarkiln Hill StreetOklahoma City, OK 73121
CS 3353	Data Structures and Algorithm Analysis I	Tristan Walsh, Lamar	A504415	ltwalsh@okstate.edu	858 Hickory St.Oklahoma City, OK 73169
CS 3513	Numerical Methods for Digital Computers	Glasgow, Clark	A132552	cglasgow@okstate.edu	633 East Jennings AvenueOklahoma City, OK 73142
MATH 3013	Linear Algebra (A)	Tierney Garcia, Dora	A900626	dtgarcia@okstate.edu	43 Manchester St.Oklahoma City, OK 73134
CS 4373	Agile Software Development	Ragsdale, Jaylynn	A561093	jragsdale@okstate.edu	59 Glen Eagles St.Oklahoma City, OK 73139
CS 4570	Special Topics in Computing	Cardenas, Abagail	A692880	acardenas@okstate.edu	178C Spruce Ave.Edmond, OK 73025
CS 4570	Special Topics in Computing	Crowell, Dasia	A132055	dcrowell@okstate.edu	983 Foxrun RoadJones, OK 73049
CS 3030	Industrial Practice in Computer Science	Moran, Haleigh	A163034	hmoran@okstate.edu	760 Longfellow St.Oklahoma City, OK 73102
CS 4623	Introduction to Cyber Physical Systems	Ashlynn Crowe, Nadine	A757184	nacrowe@okstate.edu	874 Marshall St.Luther, OK 73054
CS 3653	Discrete Mathematics for Computer Science	Jadah Stuckey, Annaliese	A542181	ajstuckey@okstate.edu	72 Buckingham StreetOklahoma City, OK 73173
CS 2433	C/C++ Programming	Laken Guest, Lela	A643100	llguest@okstate.edu	4 Broad Ave.Oklahoma City, OK 73118
CS 4993	Senior Honors Project	Chow, Marisa	A803651	mchow@okstate.edu	7022 Mechanic Dr.Oklahoma City, OK 73106
CS 3653	Discrete Mathematics for Computer Science	Jacqueline Muniz, Anya	A736996	ajmuniz@okstate.edu	8482 Holly St.Oklahoma City, OK 73119
CS 4983	Senior Capstone Project	McGrath, Jazmin	A227421	jmcgrath@okstate.edu	16 Sycamore LaneOklahoma City, OK 73127
CS 3513	Numerical Methods for Digital Computers	Taft, Jeffrey	A746451	jtaft@okstate.edu	484 Sierra StreetOklahoma City, OK 73159
CS 3570	Special Problems in Computer Science	Kade Barton, Keshaun	A245507	kkbarton@okstate.edu	7937 Fordham St.Edmond, OK 73003
CS 3030	Industrial Practice in Computer Science	Joana Hankins, Sherry	A173511	sjhankins@okstate.edu	7351 Country DriveOklahoma City, OK 73118
CS 4993	Senior Honors Project	Slaughter, Justyn	A489383	jslaughter@okstate.edu	74 Trusel St.Oklahoma City, OK 73145
CS 4373	Agile Software Development	Cobb, Marian	A601383	mcobb@okstate.edu	27 Fifth Ave.Oklahoma City, OK 73116
MATH 2163	Calculus III	Mariela Thayer, Niya	A736537	nmthayer@okstate.edu	414 Mechanic Dr.Oklahoma City, OK 73115
CS 3613	Theoretical Foundations of Computing	Blank, Brittany	A761060	bblank@okstate.edu	8038 Grandrose StreetOklahoma City, OK 73129
CS 4983	Senior Capstone Project	Zhang, Katerina	A910862	kzhang@okstate.edu	8957 Edgefield StreetEdmond, OK 73034
CS 4183	Video Game Design	Bello, Tracy	A560461	tbello@okstate.edu	82 South St.Oklahoma City, OK 73102
CS 4513	Introduction to Numerical Analysis	Teal, Jackson	A817278	jteal@okstate.edu	60 Lafayette Dr.Oklahoma City, OK 73142
CS 3513	Numerical Methods for Digital Computers	Jamal Gulley, Ashton	A510134	ajgulley@okstate.edu	9442 Lilac St.Oklahoma City, OK 73105
CS 4433	Introduction to Database Systems	Barry Laird, Cayden	A877850	cblaird@okstate.edu	8 Chestnut Ave.Oklahoma City, OK 73179
CS 4153	Mobile Applications Development	Olivares, Miles	A302345	molivares@okstate.edu	18 Bayport LaneOklahoma City, OK 73117
CS 4993	Senior Honors Project	Emerson Dyer, Bowen	A160509	bedyer@okstate.edu	9859 Highland Ave.Oklahoma City, OK 73132
CS 4373	Agile Software Development	Hanlon, Johnny	A411229	jhanlon@okstate.edu	8987 Golf Ave.Oklahoma City, OK 73128
CS 4183	Video Game Design	Javen Warren, Fredrick	A977054	fjwarren@okstate.edu	8401 Atlantic Rd.Oklahoma City, OK 73131
CS 3443	Computer Systems	Baum, Reid	A355593	rbaum@okstate.edu	4 Strawberry LaneEdmond, OK 73025
CS 4793	Artificial Intelligence I	Leslie, Shyla	A239625	sleslie@okstate.edu	754 Arcadia Dr.Oklahoma City, OK 73108
CS 4883	Social Issues in Computing	Jakobe Donovan, Chad	A175496	cjdonovan@okstate.edu	7160 John Rd.Oklahoma City, OK 73111
MATH 2163	Calculus III	Greyson Staley, Dangelo	A716832	dgstaley@okstate.edu	9807 Thompson LaneOklahoma City, OK 73141
CS 4793	Artificial Intelligence I	Negron, Gregory	A138716	gnegron@okstate.edu	7137 Center StreetOklahoma City, OK 73110
CS 3363	Organization of Programming Languages	Beasley, Emilee	A542323	ebeasley@okstate.edu	68 Woodsman StreetOklahoma City, OK 73119
CS 4323	Design and Implementation of Operating Systems I	Judd, Stephon	A715902	sjudd@okstate.edu	343 Pierce Rd.Oklahoma City, OK 73112
CS 4143	Computer Graphics	Sanford, Haley	A964504	hsanford@okstate.edu	30 Elmwood St.Arcadia, OK 73007
CS 4793	Artificial Intelligence I	Daquan Bertrand, Devonta	A139919	ddbertrand@okstate.edu	9638 Trout St.Bethany, OK 73008
CS 4783	Machine Learning	Jaxson Gunn, Randall	A540972	rjgunn@okstate.edu	776 Locust St.Oklahoma City, OK 73149
CS 3363	Organization of Programming Languages	Serina Horst, Anisa	A995623	ashorst@okstate.edu	650 South St Paul StreetEdmond, OK 73012
CS 4283	Computer Networks	Tristin Schindler, Octavio	A188873	otschindler@okstate.edu	474 Gates St.Oklahoma City, OK 73134
CS 4993	Senior Honors Project	Blum, Star	A445505	sblum@okstate.edu	75 Riverview DriveOklahoma City, OK 73114
CS 4153	Mobile Applications Development	Wheaton, Darby	A664393	dwheaton@okstate.edu	271 Clark DriveOklahoma City, OK 73103
CS 3570	Special Problems in Computer Science	Wyman, Braydon	A719576	bwyman@okstate.edu	7001 Garfield CourtHarrah, OK 73045
CS 4183	Video Game Design	Kenan Vann, Rasheed	A526559	rkvann@okstate.edu	10 Hartford LaneOklahoma City, OK 73121
CS 3513	Numerical Methods for Digital Computers	Maxim Saxton, Ramon	A325883	rmsaxton@okstate.edu	9934 Lakeview Ave.Oklahoma City, OK 73130
CS 4513	Introduction to Numerical Analysis	Amie Hoffmann, Jacie	A113230	jahoffmann@okstate.edu	9261 Birchpond CourtOklahoma City, OK 73120
CS 4883	Social Issues in Computing	Denny, Bailey	A502636	bdenny@okstate.edu	990 East Glen Creek St.Oklahoma City, OK 73104
CS 2433	C/C++ Programming	Bishop, Ariel	A394190	abishop@okstate.edu	9239 Academy Ave.Oklahoma City, OK 73151
CS 3030	Industrial Practice in Computer Science	Chelsie Gilbertson, Destany	A480582	dcgilbertson@okstate.edu	9441 Morris StreetChoctaw, OK 73020
CS 2433	C/C++ Programming	Arianna Pinto, Amber	A699044	aapinto@okstate.edu	75 West Woodside DriveOklahoma City, OK 73107
CS 4153	Mobile Applications Development	Johanna Keith, Tyasia	A408039	tjkeith@okstate.edu	361 Division CourtEdmond, OK 73013
CS 4173	Video Game Development	Edith Shuler, Noor	A895631	neshuler@okstate.edu	9726 Shadow Brook StreetJones, OK 73049
CS 4993	Senior Honors Project	Willson, Alexander	A580146	awillson@okstate.edu	434 New St.Oklahoma City, OK 73106
CS 3353	Data Structures and Algorithm Analysis I	Dashawn Moran, Turner	A662617	tdmoran@okstate.edu	88 Griffin St.Oklahoma City, OK 73139
CS 3570	Special Problems in Computer Science	Skye Bergman, Emely	A979152	esbergman@okstate.edu	875 South Highland DriveOklahoma City, OK 73169
CS 4513	Introduction to Numerical Analysis	Morris Swanson, Adolfo	A939446	amswanson@okstate.edu	9491 Beach DriveLuther, OK 73054
CS 4153	Mobile Applications Development	Maia Corey, Xiomara	A274881	xmcorey@okstate.edu	7609 Applegate St.Spencer, OK 73084
CS 4143	Computer Graphics	Pruett, Lesli	A830870	lpruett@okstate.edu	650 Rose StreetOklahoma City, OK 73173
CS 4283	Computer Networks	Silver, Aria	A137298	asilver@okstate.edu	8173 Indian Summer St.Oklahoma City, OK 73109
CS 4143	Computer Graphics	Enzo Donaldson, Kelly	A429206	kedonaldson@okstate.edu	37 Lyme Ave.Oklahoma City, OK 73162
CS 4143	Computer Graphics	Houston Cao, Clayton	A753566	chcao@okstate.edu	7671 Belmont St.Oklahoma City, OK 73127
CS 4743	Extended Reality	Linda Erwin, Tiera	A806343	tlerwin@okstate.edu	8 Livingston Rd.Oklahoma City, OK 73122
CS 2433	C/C++ Programming	Moses Billings, Wayne	A243672	wmbillings@okstate.edu	136 Fairfield Rd.Oklahoma City, OK 73150
CS 3613	Theoretical Foundations of Computing	Gabrielle Roberson, Johanna	A288692	jgroberson@okstate.edu	985 Oak Valley Ave.Oklahoma City, OK 73135
CS 3443	Computer Systems	Koehler, Emiliano	A412066	ekoehler@okstate.edu	1 W. Central St.Oklahoma City, OK 73111
CS 3353	Data Structures and Algorithm Analysis I	Jensen Cyr, Lesli	A414430	ljcyr@okstate.edu	56 Halifax RoadOklahoma City, OK 73159
CS 3513	Numerical Methods for Digital Computers	Olga Hollis, Naya	A887061	nohollis@okstate.edu	8086 Sunset Rd.Luther, OK 73054
CS 4513	Introduction to Numerical Analysis	Broderick Stubbs, Hassan	A551555	hbstubbs@okstate.edu	492 S. Cedarwood StreetOklahoma City, OK 73130
CS 4243	Introduction to Computer Security	Jankowski, Franklin	A745386	fjankowski@okstate.edu	92 Rockledge Ave.Oklahoma City, OK 73105
CS 3570	Special Problems in Computer Science	Jauregui, Brendan	A290095	bjauregui@okstate.edu	359 S. Rockland St.Oklahoma City, OK 73110
CS 4183	Video Game Design	Sanborn, Ramon	A556091	rsanborn@okstate.edu	8492 Wayne StreetChoctaw, OK 73020
CS 4173	Video Game Development	Horne, Tayler	A785827	thorne@okstate.edu	8977 North Nichols St.Oklahoma City, OK 73145
CS 4993	Senior Honors Project	Headley, Warren	A116826	wheadley@okstate.edu	43 Elmwood Ave.Oklahoma City, OK 73108
CS 4183	Video Game Design	Alyson Bowens, Infant	A709445	iabowens@okstate.edu	8752 Prairie DriveOklahoma City, OK 73149
CS 4243	Introduction to Computer Security	Mikel Hernandez, Weston	A447173	wmhernandez@okstate.edu	8918 Birchwood Dr.Oklahoma City, OK 73115
CS 4883	Social Issues in Computing	Brandenburg, Kianna	A733833	kbrandenburg@okstate.edu	9995 Mill Pond St.Edmond, OK 73034
CS 4173	Video Game Development	Field, Rico	A905489	rfield@okstate.edu	8346 W. Inverness DriveOklahoma City, OK 73127
CS 4623	Introduction to Cyber Physical Systems	Macie Venegas, Jenny	A792329	jmvenegas@okstate.edu	25 Bridgeton St.Oklahoma City, OK 73162
CS 4743	Extended Reality	Cao, Fatima	A805959	fcao@okstate.edu	998C Jockey Hollow RoadOklahoma City, OK 73131
CS 3653	Discrete Mathematics for Computer Science	Bruno, Yehuda	A865677	ybruno@okstate.edu	5 Primrose St.Oklahoma City, OK 73119
CS 4983	Senior Capstone Project	Frank Frazier, Jordi	A876700	jffrazier@okstate.edu	133 Orange RoadOklahoma City, OK 73118
CS 4983	Senior Capstone Project	Woods, Bailee	A996879	bwoods@okstate.edu	8265 Pawnee St.Edmond, OK 73013
CS 3363	Organization of Programming Languages	Helena Fernandez, Monica	A111917	mhfernandez@okstate.edu	324 North St.Spencer, OK 73084
CS 2433	C/C++ Programming	Mckayla Orr, Juliet	A412692	jmorr@okstate.edu	9219 Purple Finch StreetOklahoma City, OK 73128
CS 4153	Mobile Applications Development	Jamison Causey, Camryn	A108906	cjcausey@okstate.edu	291 Joy Ridge StreetOklahoma City, OK 73102
CS 3363	Organization of Programming Languages	Kendyl Anthony, Nikita	A719314	nkanthony@okstate.edu	688 N. Market LaneOklahoma City, OK 73112
CS 4623	Introduction to Cyber Physical Systems	Kalyn McCoy, Janay	A471932	jkmccoy@okstate.edu	190 Berkshire Ave.Oklahoma City, OK 73116
CS 4373	Agile Software Development	Her, Adan	A285963	aher@okstate.edu	956 Lower River Ave.Harrah, OK 73045
CS 4523	Cloud Computing and Distributed Systems	Mai, Emiliano	A254155	emai@okstate.edu	678 Trenton St.Oklahoma City, OK 73132
MATH 2163	Calculus III	Coppola, Suzanne	A766189	scoppola@okstate.edu	865 E. Edgemont StreetOklahoma City, OK 73117
CS 3363	Organization of Programming Languages	Campbell, Sherman	A228423	scampbell@okstate.edu	54 Kent St.Oklahoma City, OK 73135
CS 3513	Numerical Methods for Digital Computers	Ellington, Ty	A896705	tellington@okstate.edu	49 N. Clark St.Oklahoma City, OK 73106
CS 4143	Computer Graphics	Zaire Post, Montana	A368482	mzpost@okstate.edu	961 East Saxton RoadEdmond, OK 73025
CS 4983	Senior Capstone Project	Loera, Jairo	A613177	jloera@okstate.edu	8266 West Grand RoadOklahoma City, OK 73121
CS 3363	Organization of Programming Languages	Laken Kearney, Aiyanna	A657939	alkearney@okstate.edu	9879 High Ridge St.Oklahoma City, OK 73104
CS 4143	Computer Graphics	Laila Kerns, Eliana	A467605	elkerns@okstate.edu	81 Buttonwood St.Jones, OK 73049
CS 3353	Data Structures and Algorithm Analysis I	Felicia Neff, Cecelia	A903257	cfneff@okstate.edu	295 Hilldale St.Oklahoma City, OK 73114
MATH 3013	Linear Algebra (A)	Monk, Kelsie	A843471	kmonk@okstate.edu	8 New DriveOklahoma City, OK 73179
CS 4793	Artificial Intelligence I	Jordi Corbin, Jadon	A269349	jjcorbin@okstate.edu	66 Glen Ridge StreetOklahoma City, OK 73103
CS 4283	Computer Networks	Helm, Izabella	A264417	ihelm@okstate.edu	83 Beaver Ridge DriveOklahoma City, OK 73142
CS 4243	Introduction to Computer Security	Vincent, Heidy	A943950	hvincent@okstate.edu	9285C Colonial StreetOklahoma City, OK 73173
CS 3513	Numerical Methods for Digital Computers	Burdick, Quintin	A597033	qburdick@okstate.edu	37 Bridle Rd.Oklahoma City, OK 73129
CS 4143	Computer Graphics	Rosalie Neff, Tiffany	A769059	trneff@okstate.edu	663 Shub Farm StreetEdmond, OK 73003
CS 3353	Data Structures and Algorithm Analysis I	Barrett Galbraith, Mustafa	A160907	mbgalbraith@okstate.edu	2 Rockaway St.Arcadia, OK 73007
MATH 3013	Linear Algebra (A)	Holder, Maranda	A700441	mholder@okstate.edu	15 Leatherwood Dr.Oklahoma City, OK 73151
CS 4143	Computer Graphics	Patterson, Magdalena	A230340	mpatterson@okstate.edu	8658 Carriage St.Oklahoma City, OK 73150
CS 4623	Introduction to Cyber Physical Systems	Arevalo, Julian	A717791	jarevalo@okstate.edu	22 W. Carson LaneBethany, OK 73008
CS 4883	Social Issues in Computing	Varun McClendon, Garret	A623914	gvmcclendon@okstate.edu	7549 Valley St.Oklahoma City, OK 73107
CS 3570	Special Problems in Computer Science	Quincy Wilks, Ezequiel	A498848	eqwilks@okstate.edu	714 South King Ave.Edmond, OK 73012
